text,aspect_term,polarity,is_implicit
"MS Office 2011 for Mac is wonderful, well worth it.",MS Office 2011 for Mac,positive,False
But the performance of Mac Mini is a huge disappointment.,performance,negative,False
They don't just look good; they deliver excellent performance.,look,positive,False
They don't just look good; they deliver excellent performance.,performance,positive,False
I have had it over a year now with out a Glitch of any kind..I love the lit up keys and screen display...this thing is Fast and clear as can be.,lit up keys,positive,False
I have had it over a year now with out a Glitch of any kind..I love the lit up keys and screen display...this thing is Fast and clear as can be.,screen display,positive,False
The Mountain Lion OS is not hard to figure out if you are familiar with Microsoft Windows.,Mountain Lion OS,positive,False
The Mountain Lion OS is not hard to figure out if you are familiar with Microsoft Windows.,Microsoft Windows,neutral,False
"However, I can refute that OSX is ""FAST"".",OSX,negative,True
Enjoy using Microsoft Office!,Microsoft Office,positive,False
Incredible graphics and brilliant colors.,graphics,positive,False
Incredible graphics and brilliant colors.,colors,positive,False
Built-in apps are purely amazing.,Built-in apps,positive,False
Cons: Screen resolution.,Screen resolution,negative,True
From the speed to the multi touch gestures this operating system beats Windows easily.,operating system,positive,False
From the speed to the multi touch gestures this operating system beats Windows easily.,Windows,negative,True
From the speed to the multi touch gestures this operating system beats Windows easily.,speed,positive,True
From the speed to the multi touch gestures this operating system beats Windows easily.,multi touch gestures,positive,True
I really like the size and I'm a fan of the ACERS.,size,positive,False
"I opted for the SquareTrade 3-Year Computer Accidental Protection Warranty ($1500-2000) which also support ""accidents"" like drops and spills that are NOT covered by AppleCare.",SquareTrade 3-Year Computer Accidental Protection Warranty,positive,False
"I opted for the SquareTrade 3-Year Computer Accidental Protection Warranty ($1500-2000) which also support ""accidents"" like drops and spills that are NOT covered by AppleCare.",AppleCare,negative,False
It's light and easy to transport.,transport,positive,False
Once you get past learning how to use the poorly designed Windows 8 Set-Up you may feel frustrated.,Windows 8 Set-Up,negative,False
"It's been time for a new laptop, and the only debate was which size of the Mac laptops, and whether to spring for the retina display.",size,neutral,True
"It's been time for a new laptop, and the only debate was which size of the Mac laptops, and whether to spring for the retina display.",retina display,neutral,True
The reason why I choose apple MacBook because of their design and the aluminum casing.,design,positive,True
The reason why I choose apple MacBook because of their design and the aluminum casing.,aluminum casing,positive,True
The aluminum body sure makes it stand out.,aluminum body,positive,False
"It is very easy to integrate bluetooth devices, and USB devices are recognized almost instantly.",integrate bluetooth devices,positive,False
"It is very easy to integrate bluetooth devices, and USB devices are recognized almost instantly.",USB devices,positive,False
"And the fact that Apple is driving the 13"" RMBP with the Intel4000 graphic chip seems underpowered (to me.",Intel4000 graphic chip,negative,False
Apple removed the DVD drive Firewire port (will work with adapter) and put the SDXC slot in a silly position on the back.,DVD drive Firewire port,neutral,False
Apple removed the DVD drive Firewire port (will work with adapter) and put the SDXC slot in a silly position on the back.,adapter,neutral,True
Apple removed the DVD drive Firewire port (will work with adapter) and put the SDXC slot in a silly position on the back.,SDXC slot,negative,False
The durability of the laptop will make it worth the money.,durability,positive,False
Well designed and fast.,designed,positive,False
"But I was completely wrong, this computer is UNBELIEVABLE amazing and easy to use.",use,positive,False
Exactly as posted plus a great value.,value,positive,False
The specs are pretty good too.,specs,positive,False
"Apple is unmatched in product quality,aesthetics,craftmanship, and customer service.",product quality,positive,False
"Apple is unmatched in product quality,aesthetics,craftmanship, and customer service.",aesthetics,positive,False
"Apple is unmatched in product quality,aesthetics,craftmanship, and customer service.",craftmanship,positive,False
"Apple is unmatched in product quality,aesthetics,craftmanship, and customer service.",customer service,positive,False
It is a great size and amazing windows 8 included!,size,positive,False
It is a great size and amazing windows 8 included!,windows 8,positive,False
I do not like too much Windows 8.,Windows 8,negative,False
Startup times are incredibly long: over two minutes.,Startup times,negative,False
Also stunning colors and speedy,colors,positive,False
great price free shipping what else can i ask for!!,price,positive,False
great price free shipping what else can i ask for!!,shipping,positive,False
This mouse is terrific.,mouse,positive,False
It is really thick around the battery.,battery,neutral,False
And windows 7 works like a charm.,windows 7,positive,False
":) Great product, great price, great delivery, and great service.",price,positive,False
":) Great product, great price, great delivery, and great service.",delivery,positive,False
":) Great product, great price, great delivery, and great service.",service,positive,False
:] It arrived so fast and customer service was great.,customer service,positive,False
tried windows 8 and hated it !!!,windows 8,negative,False
Set up was a breeze.,Set up,positive,False
But I do NOT like Win8.,Win8,negative,False
I am still in the process of learning about its features.,features,neutral,True
"I had the same reasons as most PC users: the price, the overbearing restrictions of OSX and lack of support for games.",price,negative,True
"I had the same reasons as most PC users: the price, the overbearing restrictions of OSX and lack of support for games.",OSX,negative,False
"I had the same reasons as most PC users: the price, the overbearing restrictions of OSX and lack of support for games.",support for games,negative,False
"I wanted it for it's mobility and man, this little bad boy is very nice.",mobility,positive,False
I found the mini to be:Exceptionally easy to set up,set up,positive,False
Having USB3 is why I bought this Mini.,USB3,positive,True
The sound is nice and loud; I don't have any problems with hearing anything.,sound,positive,False
"It is very slim, the track pad is very much impressed with me.",track pad,positive,False
The settings are not user-friendly either.,settings,negative,False
Thank goodness for OpenOffice!,OpenOffice,positive,False
"Awesome form factor, great battery life, wonderful UX.",form factor,positive,False
"Awesome form factor, great battery life, wonderful UX.",battery life,positive,False
"Awesome form factor, great battery life, wonderful UX.",UX,positive,False
i love the keyboard and the screen.,keyboard,positive,False
i love the keyboard and the screen.,screen,positive,False
"However, there are MAJOR issues with the touchpad which render the device nearly useless.",touchpad,negative,False
I've already upgraded o Mavericks and I am impressed with everything about this computer.,Mavericks,positive,False
Not as fast as I would have expect for an i5.,i5,negative,False
thanks for great service and shipping!,service,positive,False
thanks for great service and shipping!,shipping,positive,False
"The performance seems quite good, and built-in applications like iPhoto work great with my phone and camera.",performance,positive,False
"The performance seems quite good, and built-in applications like iPhoto work great with my phone and camera.",built-in applications,positive,False
"The performance seems quite good, and built-in applications like iPhoto work great with my phone and camera.",iPhoto,positive,False
I did swap out the hard drive for a Samsung 830 SSD which I highly recommend.,hard drive,neutral,True
I did swap out the hard drive for a Samsung 830 SSD which I highly recommend.,Samsung 830 SSD,positive,False
Starts up in a hurry and everything is ready to go.,Starts up,positive,True
"Yes, that's a good thing, but it's made from aluminum that scratches easily.",aluminum,negative,False
Quick and has built in virus control.,built in virus control,positive,True
Took a long time trying to decide between one with retina display and one without.,retina display,neutral,True
I was also informed that the components of the Mac Book were dirty.,components,negative,False
"the hardware problems have been so bad, i can't wait till it completely dies in 3 years, TOPS!",hardware,negative,False
It's so nice that the battery last so long and that this machine has the snow lion!,battery,positive,False
It's so nice that the battery last so long and that this machine has the snow lion!,snow lion,positive,True
HOWEVER I chose two day shipping and it took over a week to arrive.,shipping,negative,True
"it's exactly what i wanted, and it has all the new features and whatnot.",features,positive,False
Can you buy any laptop that matches the quality of a MacBook?,quality,positive,True
"It feels cheap, the keyboard is not very sensitive.",keyboard,negative,False
"Though please note that sometimes it crashes, and the sound quality isnt superb.",sound quality,negative,False
It is very easy to navigate even for a novice.,navigate,positive,False
"Does everything I need it to, has a wonderful battery life and I couldn't be happier.",battery life,positive,False
Great Performance and Quality.,Performance,positive,False
Great Performance and Quality.,Quality,positive,False
"I used windows XP, windows Vista, and Windows 7 extensively.",windows XP,neutral,True
"I used windows XP, windows Vista, and Windows 7 extensively.",windows Vista,neutral,True
"I used windows XP, windows Vista, and Windows 7 extensively.",Windows 7,neutral,True
I did add a SSD drive and memory,SSD drive,neutral,True
I did add a SSD drive and memory,memory,neutral,True
On start up it asks endless questions just so itune can sell you more of their products.,start up,negative,True
On start up it asks endless questions just so itune can sell you more of their products.,itune,negative,True
I Have been a Pc user for a very long time now but I will get used to this new OS.,OS,neutral,True
"One more thing, this mac does NOT come with restore disks and I am not sure if you can make them direct from the mac like you can with newer PC's, also the charging cables are made of the same cheap material as the iPhone/iPod touch cables.",restore disks,negative,True
"One more thing, this mac does NOT come with restore disks and I am not sure if you can make them direct from the mac like you can with newer PC's, also the charging cables are made of the same cheap material as the iPhone/iPod touch cables.",charging cables,negative,True
"One more thing, this mac does NOT come with restore disks and I am not sure if you can make them direct from the mac like you can with newer PC's, also the charging cables are made of the same cheap material as the iPhone/iPod touch cables.",material,negative,False
I bought it to my son who uses it for graphic design.,graphic design,neutral,True
I never tried any external mics with that iMac.,external mics,neutral,True
The new os is great on my macbook pro!,os,positive,False
"I have experienced no problems, works as anticipated.",works,positive,False
System is running great.,System,positive,False
Easy to customize setting and even create your own bookmarks.,customize setting,positive,False
Easy to customize setting and even create your own bookmarks.,create your own bookmarks,positive,False
"The MAC Mini, wireless keyboard / mouse and a HDMI cable is all I need to get some real work done.",wireless keyboard / mouse,neutral,True
"The MAC Mini, wireless keyboard / mouse and a HDMI cable is all I need to get some real work done.",HDMI cable,neutral,True
"it has all the features that we expected and the price was good, working well so far.",features,positive,True
"it has all the features that we expected and the price was good, working well so far.",price,positive,False
"it has all the features that we expected and the price was good, working well so far.",working,positive,False
"I work as a designer and coder and I needed a new buddy to work with, not gaming.",gaming,neutral,True
The new operating system makes this computer into a super iPad.,operating system,positive,False
Easy to set up and go!,set up,positive,False
I can't believe how quiet the hard drive is and how quick this thing boots up.,hard drive,positive,False
I can't believe how quiet the hard drive is and how quick this thing boots up.,boots up,positive,False
The only issue came when I tried scanning to the mac.,scanning,negative,True
I think this is about as good as it gets at anything close to this price point.,price point,neutral,True
It's just what we were looking for and it works great.,works,positive,False
It's so quick and responsive that it makes working/surfing on a computer so much more pleasurable!,working,positive,False
It's so quick and responsive that it makes working/surfing on a computer so much more pleasurable!,surfing,positive,False
"It works fine, and all the software seems to run pretty well.",works,positive,False
"It works fine, and all the software seems to run pretty well.",software,positive,False
"I'm using this computer for word processing, web browsing, some gaming, and I'm learning programming.",word processing,neutral,True
"I'm using this computer for word processing, web browsing, some gaming, and I'm learning programming.",web browsing,neutral,True
"I'm using this computer for word processing, web browsing, some gaming, and I'm learning programming.",gaming,neutral,True
"I'm using this computer for word processing, web browsing, some gaming, and I'm learning programming.",programming,neutral,True
"My wife was so excited to open the box, but quickly came to see that it did not function as it should.",function,negative,True
"I wanted a computer that was quite, fast, and that had overall great performance.",performance,neutral,False
"Apple ""Help"" is a mixed bag.","Apple ""Help""",negative,True
It suddenly can not work.,work,negative,True
"Harddrive was in poor condition, had to replace it.",Harddrive,negative,False
The on/off switch is a bit obscure in the rear corner.,on/off switch,negative,False
My only complaint is the total lack of instructions that come with the mac mini.,instructions,negative,False
"The only task that this computer would not be good enough for would be gaming, otherwise the integrated Intel 4000 graphics work well for other tasks.",gaming,negative,False
"I use it mostly for content creation (Audio, video, photo editing) and its reliable.",content creation,positive,True
"I use it mostly for content creation (Audio, video, photo editing) and its reliable.",Audio,positive,False
"I use it mostly for content creation (Audio, video, photo editing) and its reliable.",video,positive,False
"I use it mostly for content creation (Audio, video, photo editing) and its reliable.",photo editing,positive,False
Screen is bright and gorgeous.,Screen,positive,False
"The only solution is to turn the brightness down, etc.",brightness,neutral,True
If you want more information on macs I suggest going to apple.com and heading towards the macbook page for more information on the applications.,applications,neutral,True
"It is robust, with a friendly use as all Apple products.",use,positive,False
It is fast and easy to use.,use,positive,False
And the fact that it comes with an i5 processor definitely speeds things up,i5 processor,positive,False
I have been PC for years but this computer is intuitive and its built in features are a great help,built in features,positive,False
"Nice screen, keyboard works great!",screen,positive,False
"Nice screen, keyboard works great!",keyboard,positive,False
I was amazed at how fast the delivery was.,delivery,positive,False
I've installed to it additional SSD and 16Gb RAM.,SSD,neutral,True
I've installed to it additional SSD and 16Gb RAM.,16Gb RAM,neutral,True
The memory was gone and it was not able to be used.,memory,negative,False
It works great and I am so happy I bought it.,works,positive,False
"I like the design and ease of use with the keyboard, plenty of ports.",design,positive,False
"I like the design and ease of use with the keyboard, plenty of ports.",keyboard,positive,False
"I like the design and ease of use with the keyboard, plenty of ports.",ports,positive,False
it definitely beats my old mac and the service was great.,service,positive,False
Web browsing is very quick with Safari browser.,Web browsing,positive,False
Web browsing is very quick with Safari browser.,Safari browser,positive,False
I like the lighted screen at night.,lighted screen,positive,False
It is really easy to use and it is quick to start up.,use,positive,False
It is really easy to use and it is quick to start up.,start up,positive,False
I've lived with the crashes and slow operation and restarts.,operation,negative,False
USB3 Peripherals are noticably less expensive than the ThunderBolt ones.,USB3 Peripherals,positive,False
USB3 Peripherals are noticably less expensive than the ThunderBolt ones.,ThunderBolt,negative,True
And mine had broke but I sent it in under warranty-no problems.,warranty,positive,True
"It's fast, light, and is perfect for media editing, which is mostly why I bought it in the first place.",media editing,positive,False
"The battery lasts as advertised (give or take 15-20 minutes), and the entire user experience is very elegant.",battery,positive,True
"The battery lasts as advertised (give or take 15-20 minutes), and the entire user experience is very elegant.",user experience,positive,False
Thanks for the fast shipment and great price.,shipment,positive,False
Thanks for the fast shipment and great price.,price,positive,False
"!Excelent performance, usability, presentation and time response.",performance,positive,False
"!Excelent performance, usability, presentation and time response.",usability,positive,False
"!Excelent performance, usability, presentation and time response.",presentation,positive,False
"!Excelent performance, usability, presentation and time response.",time response,positive,False
The smaller size was a bonus because of space restrictions.,size,positive,False
I blame the Mac OS.,Mac OS,negative,False
"In fact I still use manyLegacy programs (Appleworks, FileMaker Pro, Quicken, Photoshop etc)!",Legacy programs,neutral,True
"In fact I still use manyLegacy programs (Appleworks, FileMaker Pro, Quicken, Photoshop etc)!",Appleworks,neutral,True
"In fact I still use manyLegacy programs (Appleworks, FileMaker Pro, Quicken, Photoshop etc)!",FileMaker Pro,neutral,True
"In fact I still use manyLegacy programs (Appleworks, FileMaker Pro, Quicken, Photoshop etc)!",Quicken,neutral,True
"In fact I still use manyLegacy programs (Appleworks, FileMaker Pro, Quicken, Photoshop etc)!",Photoshop,neutral,True
I like the operating system.,operating system,positive,False
I love the form factor.,form factor,positive,False
It's fast at loading the internet.,loading the internet,positive,False
So much faster and sleeker looking.,looking,positive,False
"Unfortunately, it runs XP and Microsoft is dropping support next April.",XP,neutral,False
"Unfortunately, it runs XP and Microsoft is dropping support next April.",support,negative,False
"First off, I really do like my MBP... once used to the OS it is pretty easy to get around, and the overall build is great... eg the keyboard is one of the best to type on.",OS,positive,False
"First off, I really do like my MBP... once used to the OS it is pretty easy to get around, and the overall build is great... eg the keyboard is one of the best to type on.",overall build,positive,False
"First off, I really do like my MBP... once used to the OS it is pretty easy to get around, and the overall build is great... eg the keyboard is one of the best to type on.",keyboard,positive,False
It is made of such solid construction and since I have never had a Mac using my iPhone helped me get used to the system a bit.,construction,positive,False
It is made of such solid construction and since I have never had a Mac using my iPhone helped me get used to the system a bit.,system,neutral,True
Very nice unibody construction.,unibody construction,positive,False
"This Macbook Pro is fast, powerful, and runs super quiet and cool.",runs,positive,False
It's ok but doesn't have a disk drive which I didn't know until after I bought it.,disk drive,neutral,False
"There is no HDMI receptacle, nor is there an SD card slot located anywhere on the device.",HDMI receptacle,neutral,False
"There is no HDMI receptacle, nor is there an SD card slot located anywhere on the device.",SD card slot,neutral,False
It came in brand new and works perfectly.,works,positive,False
"It shouldn't happen like that, I don't have any design app open or anything.",design app,neutral,False
MY TRACKPAD IS NOT WORKING.,TRACKPAD,negative,False
"It looks and feels solid, with a flawless finish.",finish,positive,False
"It looks and feels solid, with a flawless finish.",looks,positive,False
"It looks and feels solid, with a flawless finish.",feels,positive,False
Price was higher when purchased on MAC when compared to price showing on PC when I bought this product.,Price,negative,False
Price was higher when purchased on MAC when compared to price showing on PC when I bought this product.,price,positive,False
Then the system would many times not power down without a forced power-off.,system,negative,False
Then the system would many times not power down without a forced power-off.,power down,negative,False
The configuration is perfect for my needs.,configuration,positive,False
and the speakers is the worst ever.,speakers,negative,False
"Its the best, its got the looks, super easy to use and love all you can do with the trackpad!..",looks,positive,True
"Its the best, its got the looks, super easy to use and love all you can do with the trackpad!..",use,positive,False
"Its the best, its got the looks, super easy to use and love all you can do with the trackpad!..",trackpad,positive,False
Web surfuring is smooth and seamless.,Web surfuring,positive,False
I'm overall pleased with the interface and the portability of this product.,interface,positive,False
I'm overall pleased with the interface and the portability of this product.,portability,positive,False
"This item is a beautiful piece, it works well, it is easy to carry and handle.",works,positive,False
"This item is a beautiful piece, it works well, it is easy to carry and handle.",carry,positive,False
"This item is a beautiful piece, it works well, it is easy to carry and handle.",handle,positive,False
"It was also suffering from hardware (keyboard) issues, relatively slow performance and shortening battery lifetime.",performance,negative,False
"It was also suffering from hardware (keyboard) issues, relatively slow performance and shortening battery lifetime.",battery lifetime,negative,False
"It was also suffering from hardware (keyboard) issues, relatively slow performance and shortening battery lifetime.",hardware (keyboard),negative,False
"Runs good and does the job, can't complain about that!",Runs,positive,False
It's silent and has a very small footprint on my desk.,footprint,positive,False
The exterior is absolutely gorgeous.,exterior,positive,False
"It has a very high performance, just for what I needed for.",performance,positive,False
Apple is aware of this issue and this is either old stock or a defective design involving the intel 4000 graphics chipset.,intel 4000 graphics chipset,neutral,False
Apple is aware of this issue and this is either old stock or a defective design involving the intel 4000 graphics chipset.,design,neutral,False
OSX Mountain Lion  soon to upgrade to Mavericks.,OSX Mountain Lion,neutral,True
OSX Mountain Lion  soon to upgrade to Mavericks.,Mavericks,neutral,True
"I just bought the new MacBook Pro, the 13"" model, and I can't believe Apple keeps making the same mistake with regard to USB ports.",USB ports,negative,False
It wakes in less than a second when I open the lid.,lid,neutral,True
It wakes in less than a second when I open the lid.,wakes,positive,True
It is the perfect size and speed for me.,size,positive,False
It is the perfect size and speed for me.,speed,positive,False
THE CUSTOMER SERVICE IS TERRIFIC!!,CUSTOMER SERVICE,positive,False
"My last laptop was a 17"" ASUS gaming machine, which performed admirably, but having since built my own desktop and really settling into the college life, I found myself wanting something smaller and less cumbersome, not to mention that the ASUS had been slowly developing problems ever since I bought it about 4 years ago.",performed,positive,False
"However, it did not have any scratches, ZERO battery cycle count (pretty surprised), and all the hardware seemed to be working perfectly.",battery cycle count,positive,False
"However, it did not have any scratches, ZERO battery cycle count (pretty surprised), and all the hardware seemed to be working perfectly.",hardware,positive,False
After fumbling around with the OS I started searching the internet for a fix and found a number of forums on fixing the issue.,OS,negative,True
And as for all the fancy finger swipes -- I just gave up and attached a mouse.,finger swipes,negative,False
And as for all the fancy finger swipes -- I just gave up and attached a mouse.,mouse,neutral,True
"I needed a laptop with big storage, a nice screen and fast so I can photoshop without any problem.",storage,neutral,False
"I needed a laptop with big storage, a nice screen and fast so I can photoshop without any problem.",screen,neutral,False
"I needed a laptop with big storage, a nice screen and fast so I can photoshop without any problem.",photoshop,neutral,True
I like coming back to Mac OS but this laptop is lacking in speaker quality compared to my $400  old HP laptop.,Mac OS,positive,False
I like coming back to Mac OS but this laptop is lacking in speaker quality compared to my $400  old HP laptop.,speaker quality,negative,False
Shipped very quickly and safely.,Shipped,positive,False
The thunderbolt port is awesome!,thunderbolt port,positive,False
The performance is definitely superior to any computer I've ever put my hands on.,performance,positive,False
It's great for streaming video and other entertainment uses.,streaming video,positive,False
It's great for streaming video and other entertainment uses.,entertainment uses,positive,False
I like the design and its features but there are somethings I think needs to be improved.,design,positive,False
I like the design and its features but there are somethings I think needs to be improved.,features,positive,False
There were small problems with Mac office.,Mac office,negative,False
I understand I should call Apple Tech Support about any variables(which is my purpose of writing this con) as variables could be a bigger future problem.,Apple Tech Support,neutral,True
"I ordered my 2012 mac mini after being disappointed with spec of the new 27"" Imacs.",spec,negative,False
"It still works and it's extremely user friendly, so I would recommend it for new computer user and also for those who are just looking for a more efficient way to do things",works,positive,True
"Its fast, easy to use and it looks great.",use,positive,False
"Its fast, easy to use and it looks great.",looks,positive,False
(but Office can be purchased) IF I ever need a laptop again I am for sure purchasing another Toshiba!!,Office,neutral,True
I haven't tried the one with retina display... Maybe in the future.,retina display,neutral,True
"Performance is much much better on the Pro, especially if you install an SSD on it.",Performance,positive,False
"Performance is much much better on the Pro, especially if you install an SSD on it.",SSD,positive,False
"Note, however, that any existing MagSafe accessories you have will not work with the MagSafe 2 connection.",MagSafe accessories,neutral,False
"Note, however, that any existing MagSafe accessories you have will not work with the MagSafe 2 connection.",MagSafe 2 connection,negative,False
"The only thing I dislike is the touchpad, alot of the times its unresponsive and does things I dont want it too, I would recommend using a mouse with it.",touchpad,negative,False
"The only thing I dislike is the touchpad, alot of the times its unresponsive and does things I dont want it too, I would recommend using a mouse with it.",mouse,neutral,False
"The Mac mini is about 8x smaller than my old computer which is a huge bonus and runs very quiet, actually the fans aren't audible unlike my old pc",runs,positive,False
"The Mac mini is about 8x smaller than my old computer which is a huge bonus and runs very quiet, actually the fans aren't audible unlike my old pc",fans,positive,False
MAYBE The Mac OS improvement were not The product they Want to offer.,Mac OS,negative,True
I thought the transition would be difficult at best and would take some time to fully familiarize myself with the new Mac ecosystem.,Mac ecosystem,neutral,False
It's absolutely wonderful and worth the price!,price,positive,False
I am please with the products ease of use; out of the box ready; appearance and functionality.,use,positive,False
I am please with the products ease of use; out of the box ready; appearance and functionality.,appearance,positive,False
I am please with the products ease of use; out of the box ready; appearance and functionality.,functionality,positive,False
Perfect for all my graphic design classes I'm taking this year in college :-),graphic design,positive,False
I will not be using that slot again.,slot,negative,False
"The OS is fast and fluid, everything is organized and it's just beautiful.",OS,positive,False
They are simpler to use.,use,positive,False
!so nice .. stable .. fast .. now i got my SSD !,SSD,positive,False
"Also, in using the built-in camera, my voice recording for my vlog sounds like the interplanetary transmissions in the ""Star Wars"" saga.",built-in camera,neutral,True
"Also, in using the built-in camera, my voice recording for my vlog sounds like the interplanetary transmissions in the ""Star Wars"" saga.",voice recording,negative,True
I love the quick start up.,start up,positive,False
You just cannot beat the functionality of an Apple device.,functionality,positive,False
Yet my mac continues to function properly.,function,positive,False
Graphics are much improved.,Graphics,positive,False
"Here are the things that made me confident with my purchase:Build Quality - Seriously, you can't beat a unibody construction.",Build Quality,positive,False
"Here are the things that made me confident with my purchase:Build Quality - Seriously, you can't beat a unibody construction.",unibody construction,positive,False
It provides much more flexibility for connectivity.,flexibility for connectivity,positive,False
"I want the portability of a tablet, without the limitations of a tablet and that's where this laptop comes into play.",portability,positive,True
Mac tutorials do help.,Mac tutorials,positive,False
The technical support was not helpful as well.,technical support,negative,False
I got the new adapter and there was no change.,adapter,neutral,False
so i called technical support.,technical support,neutral,True
Came with iPhoto and garage band already loaded.,iPhoto,neutral,True
Came with iPhoto and garage band already loaded.,garage band,neutral,True
"Logic board utterly fried, cried, and laid down and died.",Logic board,positive,False
The sound was crappy even when you turn up the volume still the same results.,sound,negative,False
The sound was crappy even when you turn up the volume still the same results.,volume,negative,False
OSX Lion is a great performer..extremely fast and reliable.,OSX Lion,positive,False
"Having heard from friends and family about how reliable a Mac product is, I never expected to have an application crash within the first month, but I did.",application,negative,False
The Macbook pro's physical form is wonderful.,physical form,positive,False
The Mini's body hasn't changed since late 2010- and for a good reason.,body,positive,False
The unibody construction really does feel lot more solid than Apple's previous laptops.,unibody construction,positive,False
3D rendering slows it down considerably.,3D rendering,negative,False
Got this Mac Mini with OS X Mountain Lion for my wife.,OS X Mountain Lion,neutral,True
"fast, great screen, beautiful apps for a laptop;priced at 1100 on the apple website;amazon had it for 1098+ tax -  plus i had a 10% off coupon from amazon-cost me 998 plus tax- 1070- OTD!",screen,positive,False
"fast, great screen, beautiful apps for a laptop;priced at 1100 on the apple website;amazon had it for 1098+ tax -  plus i had a 10% off coupon from amazon-cost me 998 plus tax- 1070- OTD!",apps,positive,False
"fast, great screen, beautiful apps for a laptop;priced at 1100 on the apple website;amazon had it for 1098+ tax -  plus i had a 10% off coupon from amazon-cost me 998 plus tax- 1070- OTD!",priced,neutral,True
"fast, great screen, beautiful apps for a laptop;priced at 1100 on the apple website;amazon had it for 1098+ tax -  plus i had a 10% off coupon from amazon-cost me 998 plus tax- 1070- OTD!",cost,neutral,True
12.44 seconds to boot.,boot,neutral,True
All the ports are much needed since this is my main computer.,ports,neutral,False
